Associated Gene Name	MIM Morbid Accession
TALDO1	606003
TMEM165	614727
WIPF1	614493
MPL	254450
MPL	601977
MPL	604498
LOXL1	177650
TAZ	302060
VSX2	610092
VSX2	610093
PCK1	261680
ITGA7	613204
CHRNA1	253290
CHRNA1	254200
CHRNA1	601462
CHRNA1	608930
AGPAT2	608594
INSR	125853
INSR	246200
INSR	262190
INSR	609968
INSR	610549
CHN1	604356
POLG	157640
POLG	203700
POLG	256000
POLG	258450
POLG	607459
POLG	613662
ABCD4	614857
OPHN1	300486
DNMT1	614116
CD55	613793
MEGF10	614399
CR2	610927
CR2	614699
SLCO2A1	614441
PSAT1	610992
HOXD13	113200
HOXD13	113300
HOXD13	186000
HOXD13	186300
HOXD13	192350
HOXD13	610713
ARSE	302950
PRPF3	601414
SAR1B	246700
ZNF41	300848
HOXD10	192950
CR1	607486
CR1	611162
HOXD4	142981
SALL1	107480
ANTXR1	602089
SYN1	300491
PEX5	202370
PEX5	214110
HYLS1	236680
GFPT1	610542
PBRM1	144700
SEC23A	607812
NLGN4X	300495
NLGN4X	300497
AGPS	600121
VAPB	182980
VAPB	608627
C10orf2	271245
C10orf2	607459
C10orf2	609286
SLC17A5	269920
SLC17A5	604369
NFU1	605711
SCO2	604377
CD46	612922
TRPM7	105500
ECM1	247100
FAM20C	259775
PDE11A	610475
ADAMTS18	608454
TYMP	603041
ITGAM	609939
NLRP12	611762
ENG	187300
ADAMTSL4	225200
SH3BP2	118400
ST3GAL3	611090
ST3GAL3	615006
EFNB1	304110
PRKRA	612067
CFP	312060
STX16	603233
SLC20A2	614540
MCOLN1	252650
SGCD	601287
SGCD	606685
LAMB3	226650
LAMB3	226700
CDON	614226
DFNB59	610220
STS	308100
ADRB1	607276
EDA	305100
EDA	313500
CLN8	600143
CLN8	610003
HSD11B1	604931
TPM1	115196
TPM1	611878
CDT1	613804
ESCO2	268300
ESCO2	269000
ZNF81	300498
KALRN	608901
IRF6	119300
IRF6	119500
IRF6	608864
ARHGEF10	608236
ORMDL3	600807
CTSK	265800
SLC2A4	125853
IGBP1	300472
ADIPOQ	125853
ADIPOQ	612556
SYT14	614229
MAPK10	606369
EPO	612623
PSTPIP1	604416
PRKCG	605361
NPC2	607625
AK1	612631
TPP1	204500
THAP1	602629
RNF170	608984
IL2RA	601942
IL2RA	606367
CC2D1A	608443
RD3	610612
COX10	220110
COX10	256000
AP4E1	613744
PNPLA6	612020
CEP63	614728
HPGD	119900
HPGD	259100
MASP1	257920
WWOX	133239
HEATR2	614874
KIF7	146510
KIF7	200990
KIF7	209900
KIF7	614120
PMP22	118220
PMP22	118300
PMP22	139393
PMP22	145900
PMP22	162500
PTCH2	155255
PTCH2	605462
DLL3	277300
EIF2B3	603896
PLIN1	613877
CYP19A1	139300
CYP19A1	613546
NDUFAF3	252010
GDI1	300849
IMMP2L	137580
PDSS2	614652
FLVCR1	609033
NDUFAF6	252010
UROD	176100
B4GALT7	130070
ITK	613011
LPIN1	268200
LTBP2	251750
LTBP2	613086
LTBP2	614819
CHD7	214800
CHD7	608765
CHD7	612370
SOBP	613671
MAF	610202
PABPN1	164300
FBN2	121050
TYROBP	221770
TTN	600334
TTN	603689
TTN	604145
TTN	608807
TTN	611705
TTN	613765
PTPN14	613611
GABRA1	611136
MUTYH	608456
MUTYH	613659
RFX5	209920
FTSJ1	309549
CCDC78	614807
BEST1	153700
BEST1	193220
BEST1	608161
BEST1	611809
BEST1	613194
UMPS	258900
MMACHC	277400
MMACHC	603174
HTT	143100
SDHAF1	252011
ETV6	131440
ETV6	601626
USH2A	276901
USH2A	613809
PITX1	119800
PITX1	186550
FIGLA	612310
GABRG2	604233
GABRG2	607208
GABRG2	607681
GABRG2	611277
FSCN2	607921
CEP135	614673
C8orf37	614500
GDF6	118100
GDF6	613094
SEC63	174050
BLVRA	614156
CD207	613393
LRTOMT	611451
UQCRB	124000
ATP6V1B1	267300
TGFB2	614816
CAPN3	253600
MESP2	608681
MPDU1	609180
CERKL	608380
DLG3	300850
NEUROD1	125853
NEUROD1	606391
NEUROD1	606394
FTH1	134770
HAL	235800
PROP1	262600
PDE6G	613582
POMGNT1	253280
POMGNT1	613151
POMGNT1	613157
STXBP2	613101
RAB3GAP2	212720
RAB3GAP2	614225
AGGF1	149000
MCEE	251120
STRA6	601186
OTOA	607039
FAAH	602935
GUSB	253220
FRZB	165720
LRP6	610947
FLG	146700
FLG	605803
PORCN	305600
AGA	208400
PRPF31	600138
OSTM1	259720
LOR	133200
LOR	604117
TLR5	109100
TLR5	601744
TLR5	608556
MYBPC3	115197
GDF3	613702
GDF3	613703
GDF3	613704
SCN3B	613120
SLC5A2	233100
MLH1	158320
MLH1	276300
MLH1	608089
MLH1	609310
SLURP1	248300
MYH6	613251
MYH6	613252
MYH6	614089
MYH6	614090
PDE8B	609161
PDE8B	614190
HGSNAT	252930
STIL	612703
MYH7	160500
MYH7	181430
MYH7	192600
MYH7	608358
MYH7	613426
TENM3	615145
FOXE3	107250
FOXE3	610256
EBP	302960
ORAI1	612782
FANCM	614087
ASL	207900
COL3A1	100070
COL3A1	130020
COL3A1	130050
WDR62	604317
FOLR1	613068
GUCA1A	602093
COL5A2	130000
COL5A2	130010
SNX3	601349
CYP11B1	103900
CYP11B1	202010
GCSH	605899
CALR3	613875
SLC40A1	606069
IL2RG	300400
IL2RG	312863
IDH2	613657
NHP2	613987
RPS7	612563
CYP11B2	103900
CYP11B2	203400
CYP11B2	610600
IGSF1	300888
LBR	169400
LBR	215140
LBR	613471
MED12	305450
MED12	309520
CD209	607948
CD209	614371
EPHX1	132810
EPHX1	607748
INPPL1	125853
COLEC11	265050
DOK7	254300
MSTN	614160
HIBCH	250620
LEFTY2	601877
HPD	140350
HPD	276710
SPRED1	611431
AFF2	309548
TPM3	188550
TPM3	609284
DYSF	253601
DYSF	254130
DYSF	606768
DYNC1H1	158600
DYNC1H1	614228
DYNC1H1	614563
CDH3	225280
CDH3	601553
CLCN2	607628
NME8	610852
AARS	613287
DNAI1	244400
PSEN2	606889
PSEN2	613697
ALLC	612396
ADCK3	612016
HAX1	610738
STAT1	209950
STAT1	613796
STAT1	614162
PHOX2A	602078
STAT4	180300
STAT4	612253
IL6R	614689
IL6R	614752
NLGN3	300425
NLGN3	300494
SRP72	614675
MGAT2	212066
DNAAF2	612518
CHRNB2	605375
COX6B1	220110
FRMD7	310700
SIAE	613551
BCMO1	115300
ADAR	127400
GJB1	145900
GJB1	302800
ORC1	224690
SLC39A13	612350
KCTD7	611726
GAN	256850
CDH1	137215
CDH1	167000
CDH1	608089
GPX7	614266
TP53	133239
TP53	151623
TP53	202300
TP53	211980
TP53	260500
TP53	275355
TP53	614740
PGAM2	261670
THPO	187950
MYO5A	214450
MYO5A	256710
MYO5A	609227
CYP26B1	614416
EIF2B2	603896
SCP2	613724
CPT2	255110
CPT2	600649
CPT2	608836
CPT2	614212
CYP11A1	613743
GJC2	608804
GJC2	613206
GJC2	613480
G6PD	305900
LRP8	608446
AP3B1	203300
AP3B1	608233
PYCR1	612940
PYCR1	614438
MCM4	609981
SPR	612716
TTC8	209900
TTC8	613464
MED25	605589
MLH3	114500
MLH3	614385
MSX1	106600
MSX1	189500
MSX1	608874
AKT2	125853
AKT2	240900
DIO1	147892
DIABLO	614152
HSPD1	605280
HSPD1	612233
ROBO3	607313
IKBKG	300291
IKBKG	300301
IKBKG	300584
IKBKG	300636
IKBKG	300640
IKBKG	308300
SEMA7A	614745
DPM3	612937
SIGMAR1	614373
TTC19	124000
ARSB	253200
ARSB	272200
DSPP	125420
DSPP	125490
DSPP	125500
DSPP	605594
PLCG2	614468
PLCG2	614878
ACTA1	161800
ACTA1	255310
SATB2	119540
LMF1	246650
EVC2	193530
EVC2	225500
DMP1	241520
RASGRP1	152700
SBDS	260400
TPH2	608516
TPH2	613003
GALT	230400
SNAI2	172800
SNAI2	608890
EVC	193530
EVC	225500
AGT	145500
AGT	267430
ACHE	112100
DHCR24	602398
WRAP53	613988
BSND	602522
ALMS1	203800
PCSK9	603776
DMGDH	605850
PNKP	613402
RET	114500
RET	142623
RET	155240
RET	162300
RET	171300
RET	171400
RET	188550
RET	191830
RET	209880
C8A	613790
C8B	613789
GNPAT	222765
EGLN1	609820
GPC3	312870
TAF1	314250
GATA3	146255
TACSTD2	204870
NTRK2	613886
FGGY	105400
PHF6	301900
WDR72	613211
DISC1	181500
DISC1	604906
ARID1B	614562
DGUOK	251880
BOLA3	614299
IGFBP7	614224
CACNA1H	611942
L2HGDH	236792
GRM6	257270
CASP10	603909
CASP10	605027
CASP10	613659
CASP8	211980
CASP8	607271
ADAMTS2	225410
DKC1	300240
DKC1	305000
RAB27A	607624
FLVCR2	225790
RFT1	612015
ANGPTL3	605019
IL11RA	614188
TBCE	241410
TBCE	244460
SCNN1G	177200
SCNN1G	613071
SERPING1	106100
FOXD3	607836
SDHA	252011
SDHA	256000
SDHA	613642
SDHA	614165
ALG6	603147
TMEM237	614424
GCK	125851
GCK	602485
GCK	606391
LAMTOR2	610798
PKD2	613095
LYST	214500
PGM1	612934
PGM1	614921
WFS1	222300
WFS1	600965
WFS1	614296
VPS13B	216550
SERPINE1	613329
LMNA	115200
LMNA	151660
LMNA	159001
LMNA	176670
LMNA	181350
LMNA	212112
LMNA	248370
LMNA	275210
LMNA	605588
LMNA	610140
LMNA	613205
ALS2	205100
ALS2	606353
ALS2	607225
AP1S1	609313
SCNN1B	177200
SCNN1B	211400
SCNN1B	264350
HPRT1	300322
HPRT1	300323
TRHR	188545
EDARADD	614940
EDARADD	614941
SEMA4A	610282
SEMA4A	610283
ROM1	608133
UROC1	276880
DCTN1	105400
DCTN1	168605
DCTN1	607641
SUMO1	613705
ATL1	182600
ATL1	613708
LEPR	614963
SLC25A4	609283
DYX1C1	127700
COG7	608779
BMPR2	178600
BMPR2	265450
B3GAT3	245600
CSNK1D	604348
PLOD3	612394
SLC27A4	608649
BLM	210900
ACTN2	612158
COG4	613489
MTR	250940
MTR	601634
MTR	603174
ABCG2	138900
ABCG2	614490
NUP62	271930
IFT43	614099
CYP1A2	124060
RYR2	600996
RYR2	604772
HOGA1	613616
SLC35D1	269250
CHRM3	100100
AAAS	231550
IL23R	605606
IL23R	612261
TGFB3	107970
TRAF3	614849
BCAN	600347
PRX	145900
PRX	614895
AQP2	125800
WAS	300299
WAS	301000
WAS	313900
FH	150800
FH	606812
EARS2	614924
AMN	261100
NIN	614851
RPE65	204100
RPE65	613794
CTLA4	109100
CTLA4	152700
CTLA4	601388
CTLA4	609755
CTLA4	610424
MOGS	606056
ICOS	607594
NTRK1	188550
NTRK1	256800
VCP	167320
VCP	613954
CD320	613646
CTH	219500
F8	134500
F8	306700
SDCCAG8	613615
ESRRB	608565
NT5E	211800
AKT3	603387
FCRL3	180300
MLYCD	248360
ZBTB24	614069
NDUFS1	252010
HDAC8	300882
HDAC8	309585
HTRA2	168600
HTRA2	610297
PIGL	280000
ZFYVE27	610244
SPTA1	130600
SPTA1	266140
SPTA1	270970
ACADM	201450
CRBN	607417
ALDH5A1	271980
CREB1	612160
CACNA1D	614896
SERAC1	614739
FANCG	614082
CRYGD	115700
CRYGD	604219
CRYGD	601286
CRYGD	608983
CRYGC	604219
CRYGC	604307
PYGL	232700
PALB2	114480
PALB2	227650
PALB2	610832
PALB2	613348
DARC	110700
DARC	611162
DARC	611862
IDH1	137800
GNRHR	146110
GNRHR	228300
NLRP3	120100
NLRP3	191900
NLRP3	607115
SOX17	613674
PIKFYVE	121850
PHKA1	300559
SUMF1	272200
RP1	145750
RP1	180100
ZNF750	610227
SP7	613849
DHFR	613839
PIGO	614749
GTF2H5	601675
FIG4	611228
FIG4	612577
POMT2	613150
POMT2	613156
POMT2	613158
BBS10	209900
ACADL	201475
CPS1	237300
MSH3	608089
MPI	602579
SLC16A2	300523
OPTN	137760
OPTN	606657
OPTN	613435
PLAG1	181030
MYH14	600652
MYH14	614369
KCNMB1	608622
ABCB7	301310
ABCA12	242500
ABCA12	601277
GNPTG	252605
GLE1	253310
GLE1	611890
GPD1	614480
RAB39B	300271
ATIC	608688
IMPAD1	614078
CLIC2	300886
NPC1L1	608010
IDS	309900
TMLHE	300872
ITPR1	606658
CGNL1	139300
GNAT1	610444
PTGDR	607277
ZDHHC15	300577
GATA1	300367
GATA1	300835
GATA1	314050
HYDIN	608647
ACACA	613933
GUCY2D	204000
GUCY2D	601777
KCNC3	605259
ATRX	300448
ATRX	301040
ATRX	309580
MAP3K1	613762
CLCN7	166600
CLCN7	611490
SPTAN1	613477
ALOX12B	242100
SOD2	612634
GATA2	614038
GATA2	614172
GATA2	614286
HPS1	203300
FN1	601894
RAB7A	600882
POLD1	612591
SNCA	127750
SNCA	168600
SNCA	168601
SNCA	605543
SLC6A19	138500
SLC6A19	234500
SLC6A19	242600
HES7	613686
SMARCAL1	242900
ACAD9	611126
KIAA0319	600202
WNK1	201300
WNK1	614492
SLC35A1	603585
RARS2	611523
PNKD	118800
GP9	231200
SPINT2	270420
SLC11A1	607948
SLC11A1	610446
BCS1L	124000
BCS1L	262000
BCS1L	603358
STK10	273300
CNBP	602668
CYP27A1	213700
CTC1	612199
XK	300842
ATF1	612160
WNT10A	150400
WNT10A	224750
WNT10A	257980
FEV	272120
SH3PXD2B	249420
CDAN1	224120
TAT	276600
UCP2	607447
IHH	112500
IHH	607778
NHEJ1	611291
CYBB	300645
CYBB	306400
SLC11A2	206100
ABCB6	111600
ABCB6	614497
UCP3	601665
OTOGL	614944
DNAJB2	614881
GIF	261000
CCM2	603284
DES	181400
DES	601419
DES	604765
GSR	138300
OBSL1	612921
TTBK2	604432
NKX2-5	108900
NKX2-5	187500
NKX2-5	217095
NKX2-5	225250
NKX2-5	614432
NKX2-5	614435
ALB	103600
PAX3	122880
PAX3	148820
PAX3	193500
PAX3	268220
CUL3	614496
IRS1	125853
COL4A4	141200
COL4A4	203780
COL4A3	104200
COL4A3	141200
COL4A3	203780
KCNMA1	609446
SLC19A3	607483
CA12	143860
SP110	235550
UBR1	243800
CIB2	609439
CIB2	614869
DIS3L2	267000
TDP1	607250
GRHPR	260000
WRN	114500
WRN	277700
DOCK8	243700
DOCK8	614113
MAMLD1	300758
CALM1	614916
MTM1	310400
CACNB2	611876
AFP	104150
EXOSC3	614678
TRPS1	150230
TRPS1	190350
TRPS1	190351
VMA21	310440
TTPA	277460
ABAT	613163
RPGR	300029
RPGR	300455
RPGR	300834
RPGR	304020
RAD21	614701
CHRNA5	612052
CYP7B1	270800
CYP7B1	613812
BUB1B	176430
BUB1B	257300
CHRNA3	612052
EPB42	612690
PQBP1	309500
NRL	162080
NRL	613750
OTC	311250
PCK2	261650
CCDC88C	236600
KANK1	612900
SLC30A8	125853
SIX6	212550
SIX1	605192
SIX1	608389
TSPAN7	300210
RAB40AL	300519
TGM5	609796
ERLIN2	611225
DMRT1	154230
DMRT1	273300
BCOR	300166
PMM2	212065
EXT1	133700
EXT1	150230
EXT1	215300
SMARCA2	601358
DFNB31	607084
DFNB31	611383
TNFRSF11B	239000
SEPSECS	613811
PRKCH	601367
ATP6AP2	300423
VLDLR	224050
PPIB	259440
KCNV2	610356
SLC34A2	265100
PLP1	312080
PLP1	312920
FBLN5	219100
FBLN5	608895
FBLN5	614434
TNFRSF10B	275355
GLIS3	610199
NSDHL	300831
NSDHL	308050
RBPJ	614814
TRIP11	200600
C4orf26	614832
SYNE2	612999
SPG21	248900
SERPINA7	314200
RPGRIP1	608194
RPGRIP1	613826
MTFMT	256000
MTFMT	614947
PDE4D	614613
KBTBD13	609273
JAK2	254450
JAK2	263300
JAK2	600880
JAK2	601626
JAK2	614521
CILP	603932
CPA6	614417
CPA6	614418
PRPS1	300661
PRPS1	301835
PRPS1	304500
PRPS1	311070
IVD	243500
ATXN3	109150
MTHFD1	114500
MTHFD1	601634
FAH	276700
POLR3A	607694
SLC24A1	613830
PTF1A	609069
ATP2B3	302500
TLR1	613223
SCARB2	254900
SPTB	130600
SPTB	182870
GLDC	605899
MYO3A	607101
SLC6A8	300352
RPS17	612527
SLC24A4	210750
RNF139	144700
GRIN2A	613971
FXN	229300
RPS17L	612527
PDSS1	614651
WDR19	614376
WDR19	614377
WDR19	614378
TJP2	607748
COL4A5	301050
ABCD1	300100
CHST14	601776
SLC17A3	612671
EYA1	113650
EYA1	166780
EYA1	602588
RPS24	610629
KCNE1L	300194
GYPB	111740
ACSL4	300194
ACSL4	300387
MAP2K1	115150
AMMECR1	300194
TYRP1	203290
TYRP1	612271
GPHN	252150
LIAS	614462
CHRDL1	309300
PAK3	300558
DCX	300067
TMEM70	614052
ALG13	300884
GDAP1	214400
GDAP1	607706
GDAP1	607831
GDAP1	608340
GYPA	111300
GYPA	611162
SMAD6	614823
SMAD3	114500
SMAD3	613795
HFE	176200
HFE	235200
HFE	612635
HFE	614193
AAGAB	148600
ERCC8	216400
ERCC8	614621
HHIP	612226
PEX2	614866
PEX2	614867
SFTPA2	178500
GIPC3	601869
FREM1	248450
FREM1	608980
FREM1	614485
SFTPA1	178500
SFTPA1	267450
TBXA2R	614009
TRIM32	209900
TRIM32	254110
TLR4	603030
TLR4	611488
NDUFAF2	252010
CIITA	209920
PIP5K1C	611369
RDH12	612712
ZFYVE26	270700
AGTR2	300852
UCHL1	613643
CDK5RAP2	604804
RAD51B	150699
SMAD1	178600
RAX2	610381
RAX2	613757
CLN6	204300
CLN6	601780
MAT1A	250850
MMAA	251100
LITAF	601098
HTR1A	614674
ATCAY	601238
CDHR1	613660
RGR	613769
C5	609536
MAP2K2	115150
NR3C2	177735
NR3C2	605115
ERCC4	278760
ERCC4	610965
LDB3	601493
LDB3	609452
LRBA	614700
BMPR1A	174900
BMPR1A	610069
BMPR1A	612242
GSN	105120
GLUD1	606762
PAPSS2	612847
PTEN	137800
PTEN	153480
PTEN	158350
PTEN	176807
PTEN	275355
PTEN	276950
PTEN	605309
PTEN	608089
PTEN	612242
PTEN	613028
LIPN	613943
ACTA2	611788
ACTA2	613834
ACTA2	614042
FAS	601859
LIPA	278000
NDE1	614019
SLC16A12	612018
TICAM1	614850
MYH11	132900
TLR2	246300
EMG1	211180
FAM58A	300707
